ArtefactID,Object,SiteName,Country,Length,BladeWidth,ButtWidth,MaxThick,Weight
ID5911,axehead (flanged),"Llanbedr Ystradwy (SW of Cwm Ddaunant, between Grwyne Fawr and Grrwyne Fechan valleys)",Wales,148,66,24,22,437
ID5904,axehead (flanged),"Llanarmon-dyffryn-Ceiriog, Dolwen Farm (Ffridd Newydd field, 500m NNE of farm)",Wales,88,54,19,14,138.5
ID11807,axehead (flanged),Littlebourne (River Little Stour),England,52,31,19,12,52.2
ID4850,axehead (flanged),"Lissett, Tithe",England,164,63,20,39,425
ID1066,axehead (flanged),Liss,England,150,85.5,21,18,383.9
ID1671,axehead (flanged),Linwood (parish),England,134,42,21,26,269
ID776,axehead (flanged),Linden,England,133,44,23,36,247
ID4926,axehead (flanged),"Lickleyhead, Premnay",Scotland,117,43,21,32,295
ID1063,axehead (flanged),Lewes Downs,England,157,84.5,24,20,426.7
ID1062,axehead (flanged),"Lewes (River Ouse, east bank)",England,72,40.3,15.8,4,7.3
ID4924,axehead (flanged),"Leven, Scoonie",Scotland,156,57,22,38.5,530
ID4821,axehead (flanged),"Leeds, Kirkstall Abbey",England,143,51,34,46,371
ID11606,axehead (flanged),Laverton (parish),England,127.08,41.66,22,18.29,218.51
ID1056,axehead (flanged),Lambeth (River Thames),England,163,87,26,18.5,460
ID929,axehead (flanged),Lakenheath?,England,99,60,17,12.5,163
ID4853,axehead (flanged),"Knaresborough, Staveley Marsh",England,121,51,18,31,212.62
ID4717,axehead (flanged),Kirtomy Moss,Scotland,147,60,25,23,430
ID8578,axehead (flanged),Kirkton of Mailer,Scotland,89.5,33.75,20.5,33.5,170.5
ID4786,axehead (flanged),Kintore,Scotland,99,39,19,28,170
ID4781,axehead (flanged),Killin,Scotland,127,37,21,25,180
ID2950,axehead (flanged),Kettlethorpe (parish),England,148.2,46.5,23.3,28.5,371
ID4775,axehead (flanged),"Kersewell, Carnwath",Scotland,150,58,22,46,455
ID11579,axehead (flanged),Kempsford (parish),England,165,70,28,30,487
ID4843,axehead (flanged),Keiss,Scotland,114,43,23,24,190
ID4784,axehead (flanged),Keillour Moss,Scotland,150,62,22,36.5,454
ID1049,axehead (flanged),Jevington,England,181.5,97,29,23.5,567
ID6398,axehead (flanged),"Isleworth, Sion/Syon Reach (River Thames)",England,125,70,22.5,16.5,226
ID6327,axehead (flanged),"Isleworth, Sion Reach (River Thames)",England,132,65.5,12,13.4,212.6
ID8085,axehead (flanged),Isle of Bute,Scotland,142,57.7,26.5,30.1,404.36
ID11075,axehead (flanged),Ireby and Uldale,England,96,47,16.4,16,154
ID4937,axehead (flanged),Innermessan,Scotland,125,47,20,17.5,270
ID6730,axehead (flanged),"Icklingham, Canada Farm",England,72,32,18,12,78
ID6514,axehead (flanged),"Hutton Cranswick, Cranswick Common",England,135,50,26,33,297
ID811,axehead (flanged),Hutton Cranswick,England,124,52,25,42.5,340
ID9799,axehead (flanged),Husthwaite (parish),England,110.5,44.2,18.9,35.1,197
ID1339,axehead (flanged),Hursley (parish),England,107.1,64,19.3,16.6,207
ID1670,axehead (flanged),Humbleton (parish),England,126.3,70.9,23.9,17,308
ID11774,axehead (flanged),"Howgate, Walltower Farm",Scotland,111,57.5,23,22.5,241
ID11773,axehead (flanged),"Howgate, Walltower Farm",Scotland,146,73,22.5,23.8,407.3
ID4914,axehead (flanged),Hotham Carr Farm,England,133,50,30,37,382
ID1045,axehead (flanged),Horsford Manor,England,98.5,66,26,16,234.22
ID11029,axehead (flanged),Horsford (parish),England,95,48,23,11.5,155.9
ID773,axehead (flanged),Horncastle (near),England,117.5,70.5,23.5,13,232.2
ID6312,axehead (flanged),"Holme-on-Spalding-Moor, Tollingham Farm",England,149,54,25,38,411
ID4877,axehead (flanged),Holderness,England,122,50,24,32,255
ID1040,axehead (flanged),"Hockwold-cum-Wilton, Hockwold Fen",England,86,44,17,14,127
ID11628,axehead (flanged),Hockwold cum Wilton (parish),England,117.8,67.8,24.7,19.7,287
ID4946,axehead (flanged),"Hill of Barra, Bourtie",Scotland,111,38,15,32,240
ID6187,axehead (flanged),"High Wycombe, Hazlemere",England,100,51,16.5,11,158.76
ID1707,axehead (flanged),Hevingham (parish),England,97.6,47,18.5,17,147.14
ID1627,axehead (flanged),Heptonstall (parish),England,128.7,72.3,23,17.2,414
ID11065,axehead (flanged),Hendredenny,Wales,111.3,90.1,19.1,14.7,229.9
ID6394,axehead (flanged),Havering,England,135,32,17.5,36,369
ID6350,axehead (flanged),Havering,England,91,49,21,11,141.75
ID11821,axehead (flanged),"Hassocks, Dale Avenue",England,128,72,23.5,19.5,250
ID11079,axehead (flanged),Hartwell,England,134.42,78.32,27.18,25.84,439
ID4895,axehead (flanged),Hartburn,England,90,34,21,28.5,133
ID1606,axehead (flanged),Hanworth (parish),England,139,95.8,27.3,19.2,471
ID4887,axehead (flanged),Halton Chesters (field E of),England,133,42,24,36,241
ID4852,axehead (flanged),"Halifax, Skircoat",England,130,51,24,37.5,360
ID729,axehead (flanged),Grunty Fen,England,133,79,22,21,402.1
ID1029,axehead (flanged),Grunty Fen,England,140.5,84,20,21,378.4
ID6272,axehead (flanged),Grindleford,England,155,54,22,32,283.5
ID5940,axehead (flanged),Gransmoor,England,138,71,21,19,388
ID4908,axehead (flanged),Graden (near Yetholm),Scotland,116,36,25,30,210
ID4774,axehead (flanged),Goudierannet Farm,Scotland,154,57,25,35,435
ID4882,axehead (flanged),Goodmanham,England,137,54,22,36,273
ID1024,axehead (flanged),Gerrans,England,73.5,46.5,17,16.5,106
ID4902,axehead (flanged),Gembling,England,83,35,22,31,142
ID1023,axehead (flanged),Gately (Gateley Moor),England,139.5,75.5,26.5,21,403.9
ID4816,axehead (flanged),"Gartmore, Port of Menteith",Scotland,147,56,16,30,380
ID1022,axehead (flanged),Foulsham,England,86.5,42,17,14.5,124.9
ID1713,axehead (flanged),Fornham St Martin (parish),England,90,51.5,16.9,12,119.4
ID1173,axehead (flanged),"Fordingbridge, Sandleheath",England,143,71.5,25,19,283.5
ID1018,axehead (flanged),Fordham (near),England,147.5,47,24,11,267
ID1015,axehead (flanged),"Ford, Laverstock and Ford",England,104,57,22.5,15,166
ID2680,axehead (flanged),Flaxton (parish),England,105.4,30.9,21.5,27.5,144
ID11026,axehead (flanged),Filby (parish),England,134.5,51.7,31,23.6,518
ID4779,axehead (flanged),Fettercairn,Scotland,133,43,20,35,295
ID1013,axehead (flanged),Feltwell Fen,England,114,60.5,23,19,264.2
ID4939,axehead (flanged),Fell of Barhullion (Glasserton),Scotland,148,39,21,19,275
ID775,axehead (flanged),"Fawnlees, Wolsingham",England,135,60,22,46,268
ID5296,axehead (flanged),Farway (hill between Farway and Honiton),England,152.5,57.4,23,25,397
ID4950,axehead (flanged),"Fallaws Farm, Monikie",Scotland,113,33,15,31.5,210
ID4889,axehead (flanged),Ewart Park,England,140,63,24,43,411
ID1106,axehead (flanged),Ely (near),England,138,74.5,22,19.5,375.6
ID4830,axehead (flanged),"Elsdon, Eastnook Farm",England,139,45,21.5,33.5,349
ID4848,axehead (flanged),"Elsdon (Elishaw/Redeswater), Bramshaw Cottage",England,167,54,23,42,163
ID1665,axehead (flanged),Elmton (parish),England,142.2,56.5,28,28.6,396
ID2592,axehead (flanged),Edlingham (parish),England,113.42,40.2,17.5,20,188.4
ID4897,axehead (flanged),"Edinburgh, Ardmillan Terrace",Scotland,85,40,22,31,175
ID2586,axehead (flanged),Eden,England,98,42,21,12,105
ID2576,axehead (flanged),Eastleigh,England,122.5,51.5,26,31,146
ID4940,axehead (flanged),"Durisdeer, Kirkless",Scotland,122,49,22,39,340
ID4886,axehead (flanged),Durham,England,172,60,26,34.5,473
ID4762,axehead (flanged),"Dumfries, Greyfriar's Church",Scotland,105,40,25,27.5,200
ID4919,axehead (flanged),"Dumfermline, Wellwood",Scotland,150,46,17,34,410
ID4842,axehead (flanged),"Dufftown, Mortlach",Scotland,115,45,28,35,270
ID10320,axehead (flanged),"Dryfesdale, Halldykes",Scotland,101.4,49.4,24.7,38,266.74
ID4776,axehead (flanged),Drumlanrick,Scotland,139,51,27,39,400
ID4845,axehead (flanged),"Drumfad, Blackford",Scotland,135,56,21,36.5,300
ID4803,axehead (flanged),Driffield (near),England,92,39,14,27,137
ID2632,axehead (flanged),Driffield (2 miles SW of),England,108,43,16,17,124
ID6281,axehead (flanged),Drewsteignton (near),England,140,52,22,24,347
ID11610,axehead (flanged),Draycott in the Moors (parish),England,150,68.9,25.5,27.3,450.4
ID968,axehead (flanged),"Dover, Buckland, Union Road Brickfield (now Coombe Valley Road)",England,131.5,77.3,19.5,20.2,380
ID969,axehead (flanged),"Dover, Buckland",England,99,48.5,20.5,17.5,170.1
ID4965,axehead (flanged),Derry (Kirkcowan),Scotland,140,57,26,29,330
ID10786,axehead (flanged),Deopham/Hackford,England,130,65,22.7,16,266
ID10788,axehead (flanged),Deopham/Hackford,England,118,67,22.3,13,187
ID10789,axehead (flanged),Deopham/Hackford,England,239,67,39.5,15,426
ID10787,axehead (flanged),Deopham/Hackford,England,160,80,23.1,17.5,417
ID4952,axehead (flanged),Darlington (near),England,117,40,25,29,222
ID998,axehead (flanged),Danebury,England,87.8,45,18,14.8,118
ID4896,axehead (flanged),Dalry (parish),Scotland,87,47,20,31,170
ID4863,axehead (flanged),Craigmekerran,Scotland,110,46,23,30,210
ID4906,axehead (flanged),Craigdow,Scotland,132,43,20,29,255
ID4798,axehead (flanged),"Cockermouth, Waterloo Farm",England,122,43,24,21,282
ID4981,axehead (flanged),"Cockburn Farm, Duns",Scotland,100,29,19,17,135
ID861,axehead (flanged),Clifton (River Trent?),England,112,72,22,15,255
ID6696,axehead (flanged),"Churchstoke, Mellington Hall, Offa's Dyke",Wales,135,77,21,12.5,350
ID1734,axehead (flanged),Chudleigh (bank of Kate Brook near cricket ground),England,117.9,47,24,28.5,241
ID4866,axehead (flanged),Chollerton,England,163,52,22,31,379
ID774,axehead (flanged),Chiswick Eyot Bank (River Thames),England,116,63,21.5,16.5,209.5
ID4676,axehead (flanged),"Caverton, Eckford",Scotland,131,65,25,25,410
ID949,axehead (flanged),Cavenham and Icklingham (between),England,101,50.5,18.5,15,177
ID4841,axehead (flanged),"Caterthun, Brechin",Scotland,132,54,27,37,375
ID4758,axehead (flanged),"Cargill, Strelitz Wood",Scotland,161,63,26,29,470
ID4839,axehead (flanged),"Cargill, Stobhall",Scotland,133,55,26,35,355
ID9025,axehead (flanged),"Cardiff, Llandaff, Fairwater (Bishop Hannon School)",Wales,78,53,19,12,143
ID4844,axehead (flanged),Cantray (near),Scotland,122,39,22,35,220
ID6588,axehead (flanged),"Canterbury, Wye Down",England,159.5,49,28,15,333.1
ID4768,axehead (flanged),Callander (within 30 miles),Scotland,161,57,23,36.5,395
ID4920,axehead (flanged),Cairnsmore of Fleet,Scotland,164,62,20,33,540
ID4974,axehead (flanged),"Caddam, Kirriemuir",Scotland,116,47,25,36.5,310
ID840,axehead (flanged),Burwell Fen,England,104.5,51.5,21.5,12.5,182
ID973,axehead (flanged),Burwell Fen,England,93,60,19.5,13,166.2
ID5944,axehead (flanged),Burstwick,England,160,93,27,21,582
ID4766,axehead (flanged),Burnswark (Birrenswark),Scotland,173,74,26,42,560
ID4760,axehead (flanged),Burnswark (Birrenswark Camp),Scotland,163,60,21,28.5,410
ID4884,axehead (flanged),Bulmer,England,147,65,23,45,472
ID8470,axehead (flanged),Buittle,Scotland,132.5,52.5,20,36,346
ID6497,axehead (flanged),"Bucknell, Ardley Moor",England,166,75,26,26,549
ID4945,axehead (flanged),Brompton,England,136,60,23,43,397
ID4881,axehead (flanged),Brompton,England,132,61,20,41,303
ID11080,axehead (flanged),Brigstock,England,112.19,59.79,19.73,11.85,193.6
ID1103,axehead (flanged),Brighton (near),England,142,76,23,23,453
ID961,axehead (flanged),Brighton,England,131,72,23.5,19,315
ID963,axehead (flanged),"Brighstone, Brook Cliff",England,109,67,22,17.5,244.7
ID836,axehead (flanged),Bridgham,England,71,34.5,18.5,13,71
ID1694,axehead (flanged),Bressingham (parish),England,115,65.9,21.4,15,255
ID4808,axehead (flanged),Brampton (parish),England,120,47,15,35,226
ID4854,axehead (flanged),Brampton (parish),England,186,53,21,51,480
ID1715,axehead (flanged),Bramfield (parish),England,118,56,18,14,243
ID938,axehead (flanged),"Brambridge, Colden Common",England,156,91,26,18,532
ID11259,axehead (flanged),Bradfield St Clare,England,86.15,38.17,17,8.43,90.16
ID4772,axehead (flanged),Brackley,Scotland,150,52,27,42.5,445
ID6787,axehead (flanged),"Bracklesham Bay, Selsey (or unprovenanced)",England,127,81,27,14.5,300.45
ID4777,axehead (flanged),Bowhouse Farm,Scotland,129,55,21,28,260
ID1654,axehead (flanged),Blofield (parish),England,53,27.1,14.8,10.8,49.27
ID6585,axehead (flanged),"Blean, St Cosmus and St Damian",England,62,31,15.8,9.5,46
ID1416,axehead (flanged),Blakenhall (parish),England,81.3,35.5,17,9.1,71.9
ID4900,axehead (flanged),Bishopthorpe,England,112,45,24,34.5,248
ID759,axehead (flanged),Bisham (River Thames),England,160.5,86.5,25.5,23.5,534.1
ID4868,axehead (flanged),"Birtley, Blythe Clay Pits",England,132,51,18.5,27,226
ID4780,axehead (flanged),Birrens,Scotland,128,48,22,38.5,310
ID4847,axehead (flanged),Bilsdale,England,127,49,19,37,319
ID950,axehead (flanged),Billing,England,103,54,16,15,198
ID822,axehead (flanged),Beverley,England,154,56,25,46,398
ID6166,axehead (flanged),Bedford,England,94,45,21,22,145
ID1885,axehead (flanged),Beal (parish),England,98,27.7,20.5,25.3,150.07
ID4745,axehead (flanged),Bawtry,England,149,53,34,19.5,392
ID1638,axehead (flanged),Barwick in Elmet and Scholes (parish),England,165,55.53,24.01,29,373
ID3358,axehead (flanged),Barton-Le-Street,England,103,54,25,42,330
ID940,axehead (flanged),Barrow,England,93,40,21,16,150.5
ID1858,axehead (flanged),Barmston (parish),England,179.1,72.4,29.6,46.9,550
ID4927,axehead (flanged),Barmston,England,117,40,23,29,221
ID4832,axehead (flanged),Barmston,England,144,58,22,39.5,345
ID8448,axehead (flanged),Bardowie,Scotland,98,43.7,22,31,204
ID4661,axehead (flanged),"Bannockburn, St Ninians",Scotland,164,109,30,24.5,605
ID4963,axehead (flanged),Bankhead Farm,Scotland,145,48,24,37,360
ID4941,axehead (flanged),"Balmaclellan, High Park Farm",Scotland,135,53,25,40,390
ID4972,axehead (flanged),Ballymeanochglen Farm (Arran),Scotland,101,35,20,25,160
ID4826,axehead (flanged),Baldersby,England,152,50,25,38,388
ID4778,axehead (flanged),Balchimmy,Scotland,136.5,46,21,35.5,230
ID4916,axehead (flanged),"Balcarry, Old Luce",Scotland,150,56,24,35.5,538
ID4917,axehead (flanged),"Balcarry, Old Luce",Scotland,162,60,23,37,530
ID4918,axehead (flanged),"Balcarry, Old Luce",Scotland,182,61,20,38,560
ID1604,axehead (flanged),Bainton (parish),England,72.23,29.31,12.72,15.82,55.3
ID765,axehead (flanged),"Avon (River Avon, Bath Bridge)",England,141,62,25,32.5,409
ID4810,axehead (flanged),Auchterhouse,Scotland,167,68,24,46,505
ID4837,axehead (flanged),"Auchindoun, Dufftown",Scotland,139,50,20,36.5,400
ID4957,axehead (flanged),"Auchendrane, Maybole",Scotland,123,46,23,20,245
ID4840,axehead (flanged),"Auchendoir and Premnay, Clova Estates",Scotland,145,57,29,40,475
ID6271,axehead (flanged),"Ashover, Blakelowe",England,154,56,20,33,312
ID828,axehead (flanged),"Ashford, Ashford Golf Links",England,97,41.5,18,18,156
ID1350,axehead (flanged),Asenby (parish),England,99.9,57.2,20.8,12.7,180
ID764,axehead (flanged),Arreton Down (formerly Martlesham),England,119,70.5,25.5,18,244
ID772,axehead (flanged),Arreton Down,England,112,63,21,16.5,196.4
ID5198,axehead (flanged),Arreton Down,England,176,102,28.5,26,744
ID771,axehead (flanged),Arreton Down,England,202,106.5,29,21,829.9
ID1314,axehead (flanged),Arreton (parish),England,87.3,76.6,17.6,12.2,108.79
ID10576,axehead (flanged),Arnprior,Scotland,100,37,19,25,160.6
ID1657,axehead (flanged),Amotherby (parish),England,127,40.6,18.9,31.7,23.9
ID897,axehead (flanged),"Amesbury, Stonehenge Down (SE Monument)",England,110,62,18,16,199.7
ID6796,axehead (flanged),"Amesbury (between Stonehenge and Fargo plantation), Little Amesbury Farm (Rook's Farm)",England,81,50,20.5,16,113.7
ID4960,axehead (flanged),"Altonside, Speymouth",Scotland,123,48,21,20,199
ID4669,axehead (flanged),Alston,England,126,72,23,19.5,262
ID4975,axehead (flanged),Allan Water (not St Mary's Loch),Scotland,108,50,20,27,270
ID6701,axehead (flanged/palstave),Welshpool,Wales,138,62,28,29,394
ID5957,axehead (flanged/palstave),"unprovenanced, Caernarvonshire (or Llanbeblig, Segontium)",Wales,149,45,25,22,326
ID2857,axehead (flanged/palstave),"Trearddur, Holyhead Mountain?",Wales,168,73,21,32,322
ID3934,axehead (flanged/palstave),"Thorncombe, Forde Grange Farm (Hoskins Field)",England,128.3,58.4,21,19,280
ID5361,axehead (flanged/palstave),"Taunton, Sherford (about 1 mile south of Taunton Castle)",England,149.3,62.9,22,37,424
ID872,axehead (flanged/palstave),St Lawrence Old Church,England,171,57,19,31,446.5
ID6276,axehead (flanged/palstave),"Shebbear, Binworthy",England,142,54,22,31,326.85
ID3638,axehead (flanged/palstave),Shalfleet (parish),England,156,57,20,30,469.3
ID3644,axehead (flanged/palstave),Shalfleet (parish),England,158,59,22.5,27,529.6
ID3639,axehead (flanged/palstave),Shalfleet (parish),England,156,61.2,22.5,27.5,479.9
ID6542,axehead (flanged/palstave),"Ryde, Mitchells Road (Haylands)",England,175.5,54,20,29.5,594
ID7332,axehead (flanged/palstave),"Newport, Billingham House",England,170,56,19,30,479
ID796,axehead (flanged/palstave),"Minstead, Clay Hill",England,141.2,48,22.3,24.5,389.6
ID798,axehead (flanged/palstave),"Minstead, Clay Hill",England,147.2,51,26.5,32,503.4
ID3125,axehead (flanged/palstave),Martinmere (near),England,112,44,23,20,262
ID5355,axehead (flanged/palstave),Lyng (Athelney),England,165,69,24,29.2,360
ID3089,axehead (flanged/palstave),"Long Wittenham, Wittenham Field",England,127,54,30,32,397
ID5910,axehead (flanged/palstave),"Llangadfan, Y Parc Farm (3-400m E of farmhouse)",Wales,128.5,54,24,19,306
ID5868,axehead (flanged/palstave),"Little Langford, Dinton-Wylye Ridge",England,158,55,20,29,654
ID6811,axehead (flanged/palstave),"Laverstock, Bishops Down Farm",England,152,51,21,29,418
ID2973,axehead (flanged/palstave),"Kirk Ella, Anlaby (field between cemetery and South Ellis)",England,130,52,17,29,276
ID9723,axehead (flanged/palstave),Hundleton,Wales,144.5,51.3,20.4,23.5,321.7
ID5262,axehead (flanged/palstave),"Hayne, Old Cleeve",England,154.2,64.4,22.5,34,403
ID11052,axehead (flanged/palstave),Godshill,England,147.6,47.7,19.5,26.3,311
ID2714,axehead (flanged/palstave),"Gamston, Yew Tree Farm (35 miles SE of Metford)",England,174,62,22.5,29,432
ID6526,axehead (flanged/palstave),"Fairlee (Fairleigh), Newport to Ryde Railway",England,145,42,19.5,27,328
ID6525,axehead (flanged/palstave),"Fairlee (Fairleigh), Newport to Ryde Railway",England,150,42,22,28,384
ID6527,axehead (flanged/palstave),"Fairlee (Fairleigh), Newport to Ryde Railway",England,155.5,45,22,30,382
ID6519,axehead (flanged/palstave),"Fairlee (Fairleigh), Newport to Ryde Railway",England,156,46,18,27.5,369
ID6534,axehead (flanged/palstave),"Fairlee (Fairleigh), Newport to Ryde Railway",England,155,48,21,31,377
ID6535,axehead (flanged/palstave),"Fairlee (Fairleigh), Newport to Ryde Railway",England,162,48,19.5,30.5,387
ID6524,axehead (flanged/palstave),"Fairlee (Fairleigh), Newport to Ryde Railway",England,160,50,20,29,320
ID6531,axehead (flanged/palstave),"Fairlee (Fairleigh), Newport to Ryde Railway",England,158,50,20,29.5,390
ID6539,axehead (flanged/palstave),"Fairlee (Fairleigh), Newport to Ryde Railway",England,146,51,21.5,30,377
ID6521,axehead (flanged/palstave),"Fairlee (Fairleigh), Newport to Ryde Railway",England,159,52,19,29.5,402
ID6520,axehead (flanged/palstave),"Fairlee (Fairleigh), Newport to Ryde Railway",England,156.5,54,21.5,26.5,343
ID6523,axehead (flanged/palstave),"Fairlee (Fairleigh), Newport to Ryde Railway",England,150,57,23,26,420
ID6373,axehead (flanged/palstave),"Coleford, High Nash",England,139,95,24.5,25,352
ID6277,axehead (flanged/palstave),"Chagford (N of Quintatown), New Quarry",England,147,48,20,28.1,321.87
ID11061,axehead (flanged/palstave),Cefn Cribwr,Wales,124.2,49.4,24.6,18.1,245.4
ID2333,axehead (flanged/palstave),"Cardiff, Llanishen, Gabalfa",Wales,128,48,19,27,297
ID6559,axehead (flanged/palstave),Canterbury (near),England,168,66,19,26,397
ID7624,axehead (flanged/palstave),"Bristol, Bath Street (Bristol Bridge)",England,132,53,24,27,445
ID2147,axehead (flanged/palstave),"Brambridge, Colden Common",England,151,55,20.5,32,378
ID5342,axehead (flanged/palstave),"Bournemouth, Southbourne, Belle Vue Road",England,149.1,47.5,23,26,381
ID2570,axehead (flanged/palstave),"Bournemouth, East Southbourne and Tuckton",England,170.06,53.52,18.5,29,423.4
ID6017,axehead (flanged/palstave),"Betws-yn-rhos, Moelfre-uchaf (near summit)",Wales,154.5,62,21,24,171
ID2907,axehead (flanged/palstave),Arreton (between Arreton Church and Manor),England,168,61,21,31,469
ID1752,axehead (flanged/palstave),"Abertillery, Ty-bryn (200m NE)",Wales,165,60,24,34,522.3
ID1261,axehead (flat),Yscir (community),Wales,126.9,73,34.2,14.2,422
ID1525,axehead (flat),Yoxall (parish),England,168.5,80.65,24,8.62,374.8
ID9813,axehead (flat),Yealand Redmayne (parish),England,117,68,36,6,368
ID270,axehead (flat),"Wolfhill, Redford Farm",Scotland,119,74,25,10,315
ID269,axehead (flat),Wolfhill,Scotland,130,73,40,11,425
ID1434,axehead (flat),Witherslack (parish),England,114,64,17,6.9,300
ID9830,axehead (flat),"Wistanstow, Craven Arms",England,138.1,73.1,27.5,10.5,369.5
ID316,axehead (flat),Wintermuir Hill,Scotland,159,73,25,10,410
ID427,axehead (flat),"Weymouth, Jordan Hill",England,58,35,18,6,96
ID9966,axehead (flat),"Westby-with-Plumptons, Lower Ballam",England,117.2,64.9,31,9.7,282
ID9962,axehead (flat),"Westby-with-Plumptons, Lower Ballam",England,119,65.8,37,9,287
ID9963,axehead (flat),"Westby-with-Plumptons, Lower Ballam",England,106.5,66.5,37,11.5,320
ID9964,axehead (flat),"Westby-with-Plumptons, Lower Ballam",England,134,75.4,34,8.9,326
ID9961,axehead (flat),"Westby-with-Plumptons, Lower Ballam",England,139.5,77.2,45,10.3,396.5
ID9967,axehead (flat),"Westby-with-Plumptons, Lower Ballam",England,155,77.7,35,10.7,430
ID9965,axehead (flat),"Westby-with-Plumptons, Lower Ballam",England,140.3,83.3,40,9.8,415
ID541,axehead (flat),"West Runton, Church Farm (opposite West Runton Church)",England,125,77,39.5,12,446.5
ID340,axehead (flat),Waughton,Scotland,169,101,36,13,635
ID11103,axehead (flat),Warton,England,110,60,25,10,228
ID549,axehead (flat),Wallsend,England,139,83,31,13,431.3
ID1217,axehead (flat),Wallingford,England,67,44,24,6,70
ID408,axehead (flat),Usk (near),Wales,122,71,24,5.5,234
ID162,axehead (flat),Urquhart Castle (near)?,Scotland,120,73,29,10,325
ID880,axehead (flat),"Upper Viney, Blakeney",England,58,44,12,7.2,59
ID212,axehead (flat),Upper Towie,Scotland,179,103,37,11,645
ID467,axehead (flat),"unprovenanced, Yorkshire",England,100,45,21,7,120
ID638,axehead (flat),"unprovenanced, Yorkshire",England,100,45,21,8.5,120
ID11813,axehead (flat),"unprovenanced, Wiltshire (or Malborough)?",England,125,70,32,11,410
ID8778,axehead (flat),"unprovenanced, West Wales?",Wales,97.5,57,21,7,133
ID627,axehead (flat),"unprovenanced, West Scotland",Scotland,148,75,22,13,450
ID11418,axehead (flat),"unprovenanced, Suffolk?",England,115,66,30,11,354.4
ID537,axehead (flat),"unprovenanced, Suffolk",England,132,83.5,41,14.5,613
ID414,axehead (flat),"unprovenanced, Somerset?",England,127,70,21.5,10.5,329
ID413,axehead (flat),"unprovenanced, Somerset",England,155,95,52,9,628
ID655,axehead (flat),"unprovenanced, Scotland?",Scotland,105,58,24,9,190
ID652,axehead (flat),"unprovenanced, Scotland?",Scotland,105,62,25,10,220
ID580,axehead (flat),"unprovenanced, Scotland?",Scotland,128,66,35,10,250
ID606,axehead (flat),"unprovenanced, Scotland?",Scotland,132,67,22,8,270
ID653,axehead (flat),"unprovenanced, Scotland?",Scotland,101,68,27,10,255
ID625,axehead (flat),"unprovenanced, Scotland?",Scotland,138,76,20,10,325
ID633,axehead (flat),"unprovenanced, Scotland?",Scotland,164,82,24,12,490
ID605,axehead (flat),"unprovenanced, Scotland?",Scotland,149,85,40,18,510
ID565,axehead (flat),"unprovenanced, Scotland?",Scotland,145,91,53,16,860
ID592,axehead (flat),"unprovenanced, Scotland?",Scotland,156,97,41,11,610
ID584,axehead (flat),"unprovenanced, Scotland?",Scotland,132,98,29,9.5,395
ID648,axehead (flat),"unprovenanced, Scotland?",Scotland,148,102,42,7,375
ID152,axehead (flat),"unprovenanced, Scotland",Scotland,139,76,26,12,330
ID600,axehead (flat),"unprovenanced, Scotland",Scotland,151,88,33,10,481
ID618,axehead (flat),"unprovenanced, Scotland",Scotland,149,89,24,8.5,320
ID635,axehead (flat),"unprovenanced, Ross and Cromarty?",Scotland,124,69,25,9.5,210
ID581,axehead (flat),"unprovenanced, Ross and Cromarty?",Scotland,130,73,35,13.5,420
ID654,axehead (flat),"unprovenanced, Renfrewshire",Scotland,105,56,25,8,210
ID611,axehead (flat),"unprovenanced, Renfrewshire",Scotland,111,73,21,8.5,230
ID1119,axehead (flat),"unprovenanced, Norfolk?",England,143,63,29,13,487.5
ID196,axehead (flat),"unprovenanced, Morayshire",Scotland,128,62,24,9,250
ID324,axehead (flat),"unprovenanced, Midlothian?",Scotland,152,80,44,11,505
ID8741,axehead (flat),"unprovenanced, Merionethshire?",Wales,155,96,46,7,667.9
ID637,axehead (flat),"unprovenanced, Inverness-shire?",Scotland,124,64,28,10.5,300
ID582,axehead (flat),"unprovenanced, Inverness-shire?",Scotland,123,69,31,11.5,340
ID596,axehead (flat),"unprovenanced, Inverness-shire?",Scotland,154,95,38,9.5,450
ID150,axehead (flat),"unprovenanced, England",England,133,65,29,10,294.45
ID994,axehead (flat),"unprovenanced, Cornwall",England,133.5,75.5,33,14.5,504.4
ID568,axehead (flat),"unprovenanced, Caithness?",Scotland,89,55,37,11.5,225
ID147,axehead (flat),"unprovenanced, Caithness?",Scotland,107,57,29,8,232
ID585,axehead (flat),"unprovenanced, Cairngorm Mountains?",Scotland,141,85,35,11,480
ID5903,axehead (flat),"unprovenanced, Caernarvonshire (Snowdonia or Dunawd Fort)?",Wales,207,93,35,15,665
ID587,axehead (flat),"unprovenanced, Berwickshire?",Scotland,146,92,40,10,520
ID622,axehead (flat),"unprovenanced, Banffshire?",Scotland,154,83,35,10,465
ID646,axehead (flat),"unprovenanced, Angus",Scotland,173,87,31,9.5,590
ID583,axehead (flat),"unprovenanced, Aberdeenshire?",Scotland,128,66,24,10,325
ID590,axehead (flat),"unprovenanced, Aberdeenshire?",Scotland,138,74,29,10.5,430
ID588,axehead (flat),"unprovenanced, Aberdeenshire?",Scotland,145,78,30,11.5,430
ID593,axehead (flat),"unprovenanced, Aberdeenshire?",Scotland,143,80,28,10.5,450
ID657,axehead (flat),"unprovenanced, Aberdeenshire",Scotland,65,52,29.5,6,90
